"Path","RelPath","Ext","Bytes","LastWrite"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\operations\build\metadata_editable.py",".venv\Lib\site-packages\pip\_internal\operations\build\metadata_editable.py",".py","1509","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\operations\build\metadata_legacy.py",".venv\Lib\site-packages\pip\_internal\operations\build\metadata_legacy.py",".py","2189","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\operations\build\metadata.py",".venv\Lib\site-packages\pip\_internal\operations\build\metadata.py",".py","1421","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\operations\build\wheel_editable.py",".venv\Lib\site-packages\pip\_internal\operations\build\wheel_editable.py",".py","1422","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\operations\build\wheel_legacy.py",".venv\Lib\site-packages\pip\_internal\operations\build\wheel_legacy.py",".py","3616","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\operations\build\wheel.py",".venv\Lib\site-packages\pip\_internal\operations\build\wheel.py",".py","1080","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\operations\build\__pycache__\__init__.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\operations\build\__pycache__\__init__.cpython-313.pyc",".pyc","203","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\operations\build\__pycache__\build_tracker.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\operations\build\__pycache__\build_tracker.cpython-313.pyc",".pyc","7652","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\operations\build\__pycache__\metadata_editable.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\operations\build\__pycache__\metadata_editable.cpython-313.pyc",".pyc","1908","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\operations\build\__pycache__\metadata_legacy.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\operations\build\__pycache__\metadata_legacy.cpython-313.pyc",".pyc","2991","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\operations\build\__pycache__\metadata.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\operations\build\__pycache__\metadata.cpython-313.pyc",".pyc","1856","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\operations\build\__pycache__\wheel_editable.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\operations\build\__pycache__\wheel_editable.cpython-313.pyc",".pyc","2050","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\operations\build\__pycache__\wheel_legacy.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\operations\build\__pycache__\wheel_legacy.cpython-313.pyc",".pyc","4419","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\operations\build\__pycache__\wheel.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\operations\build\__pycache__\wheel.cpython-313.pyc",".pyc","1709","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\operations\install\__init__.py",".venv\Lib\site-packages\pip\_internal\operations\install\__init__.py",".py","50","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\operations\install\editable_legacy.py",".venv\Lib\site-packages\pip\_internal\operations\install\editable_legacy.py",".py","1311","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\operations\install\wheel.py",".venv\Lib\site-packages\pip\_internal\operations\install\wheel.py",".py","27956","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\operations\install\__pycache__\__init__.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\operations\install\__pycache__\__init__.cpython-313.pyc",".pyc","263","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\operations\install\__pycache__\editable_legacy.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\operations\install\__pycache__\editable_legacy.cpython-313.pyc",".pyc","1859","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\operations\install\__pycache__\wheel.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\operations\install\__pycache__\wheel.cpython-313.pyc",".pyc","34731","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\operations\__pycache__\__init__.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\operations\__pycache__\__init__.cpython-313.pyc",".pyc","197","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\operations\__pycache__\check.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\operations\__pycache__\check.cpython-313.pyc",".pyc","7277","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\operations\__pycache__\freeze.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\operations\__pycache__\freeze.cpython-313.pyc",".pyc","10412","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\operations\__pycache__\prepare.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\operations\__pycache__\prepare.cpython-313.pyc",".pyc","27214","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\req\__init__.py",".venv\Lib\site-packages\pip\_internal\req\__init__.py",".py","3122","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\req\constructors.py",".venv\Lib\site-packages\pip\_internal\req\constructors.py",".py","18320","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\req\req_dependency_group.py",".venv\Lib\site-packages\pip\_internal\req\req_dependency_group.py",".py","2618","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\req\req_file.py",".venv\Lib\site-packages\pip\_internal\req\req_file.py",".py","20161","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\req\req_install.py",".venv\Lib\site-packages\pip\_internal\req\req_install.py",".py","35718","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\req\req_set.py",".venv\Lib\site-packages\pip\_internal\req\req_set.py",".py","2828","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\req\req_uninstall.py",".venv\Lib\site-packages\pip\_internal\req\req_uninstall.py",".py","24099","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\req\__pycache__\__init__.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\req\__pycache__\__init__.cpython-313.pyc",".pyc","4212","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\req\__pycache__\constructors.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\req\__pycache__\constructors.cpython-313.pyc",".pyc","21360","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\req\__pycache__\req_dependency_group.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\req\__pycache__\req_dependency_group.cpython-313.pyc",".pyc","4008","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\req\__pycache__\req_file.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\req\__pycache__\req_file.cpython-313.pyc",".pyc","24158","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\req\__pycache__\req_install.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\req\__pycache__\req_install.cpython-313.pyc",".pyc","39150","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\req\__pycache__\req_set.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\req\__pycache__\req_set.cpython-313.pyc",".pyc","5570","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\req\__pycache__\req_uninstall.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\req\__pycache__\req_uninstall.cpython-313.pyc",".pyc","32361","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\resolution\__init__.py",".venv\Lib\site-packages\pip\_internal\resolution\__init__.py",".py","0","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\resolution\base.py",".venv\Lib\site-packages\pip\_internal\resolution\base.py",".py","577","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\resolution\legacy\__init__.py",".venv\Lib\site-packages\pip\_internal\resolution\legacy\__init__.py",".py","0","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\resolution\legacy\resolver.py",".venv\Lib\site-packages\pip\_internal\resolution\legacy\resolver.py",".py","24060","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\resolution\legacy\__pycache__\__init__.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\resolution\legacy\__pycache__\__init__.cpython-313.pyc",".pyc","204","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\resolution\legacy\__pycache__\resolver.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\resolution\legacy\__pycache__\resolver.cpython-313.pyc",".pyc","22816","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\__init__.py",".venv\Lib\site-packages\pip\_internal\resolution\resolvelib\__init__.py",".py","0","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\base.py",".venv\Lib\site-packages\pip\_internal\resolution\resolvelib\base.py",".py","5047","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\candidates.py",".venv\Lib\site-packages\pip\_internal\resolution\resolvelib\candidates.py",".py","20208","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py",".venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py",".py","32577","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\found_candidates.py",".venv\Lib\site-packages\pip\_internal\resolution\resolvelib\found_candidates.py",".py","6018","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\provider.py",".venv\Lib\site-packages\pip\_internal\resolution\resolvelib\provider.py",".py","11144","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\reporter.py",".venv\Lib\site-packages\pip\_internal\resolution\resolvelib\reporter.py",".py","3270","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\requirements.py",".venv\Lib\site-packages\pip\_internal\resolution\resolvelib\requirements.py",".py","8076","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\resolver.py",".venv\Lib\site-packages\pip\_internal\resolution\resolvelib\resolver.py",".py","13617","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__\__init__.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__\__init__.cpython-313.pyc",".pyc","208","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__\base.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__\base.cpython-313.pyc",".pyc","8101","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__\candidates.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__\candidates.cpython-313.pyc",".pyc","29363","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__\factory.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__\factory.cpython-313.pyc",".pyc","33203","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__\found_candidates.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__\found_candidates.cpython-313.pyc",".pyc","6813","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__\provider.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__\provider.cpython-313.pyc",".pyc","10988","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__\reporter.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__\reporter.cpython-313.pyc",".pyc","5151","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__\requirements.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__\requirements.cpython-313.pyc",".pyc","15149","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__\resolver.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__\resolver.cpython-313.pyc",".pyc","12713","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\resolution\__pycache__\__init__.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\resolution\__pycache__\__init__.cpython-313.pyc",".pyc","197","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\resolution\__pycache__\base.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\resolution\__pycache__\base.cpython-313.pyc",".pyc","1230","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\__init__.py",".venv\Lib\site-packages\pip\_internal\utils\__init__.py",".py","0","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\_jaraco_text.py",".venv\Lib\site-packages\pip\_internal\utils\_jaraco_text.py",".py","3350","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\_log.py",".venv\Lib\site-packages\pip\_internal\utils\_log.py",".py","1015","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\appdirs.py",".venv\Lib\site-packages\pip\_internal\utils\appdirs.py",".py","1681","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\compat.py",".venv\Lib\site-packages\pip\_internal\utils\compat.py",".py","2514","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\compatibility_tags.py",".venv\Lib\site-packages\pip\_internal\utils\compatibility_tags.py",".py","6630","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\datetime.py",".venv\Lib\site-packages\pip\_internal\utils\datetime.py",".py","241","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\deprecation.py",".venv\Lib\site-packages\pip\_internal\utils\deprecation.py",".py","3696","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\direct_url_helpers.py",".venv\Lib\site-packages\pip\_internal\utils\direct_url_helpers.py",".py","3200","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\egg_link.py",".venv\Lib\site-packages\pip\_internal\utils\egg_link.py",".py","2459","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\entrypoints.py",".venv\Lib\site-packages\pip\_internal\utils\entrypoints.py",".py","3324","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\filesystem.py",".venv\Lib\site-packages\pip\_internal\utils\filesystem.py",".py","4988","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\filetypes.py",".venv\Lib\site-packages\pip\_internal\utils\filetypes.py",".py","689","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\glibc.py",".venv\Lib\site-packages\pip\_internal\utils\glibc.py",".py","3726","13.09.2025 16:17:17"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\hashes.py",".venv\Lib\site-packages\pip\_internal\utils\hashes.py",".py","4998","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\logging.py",".venv\Lib\site-packages\pip\_internal\utils\logging.py",".py","12108","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\misc.py",".venv\Lib\site-packages\pip\_internal\utils\misc.py",".py","23374","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\packaging.py",".venv\Lib\site-packages\pip\_internal\utils\packaging.py",".py","1601","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\retry.py",".venv\Lib\site-packages\pip\_internal\utils\retry.py",".py","1461","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\setuptools_build.py",".venv\Lib\site-packages\pip\_internal\utils\setuptools_build.py",".py","4499","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\subprocess.py",".venv\Lib\site-packages\pip\_internal\utils\subprocess.py",".py","8983","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\temp_dir.py",".venv\Lib\site-packages\pip\_internal\utils\temp_dir.py",".py","9307","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\unpacking.py",".venv\Lib\site-packages\pip\_internal\utils\unpacking.py",".py","11939","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\urls.py",".venv\Lib\site-packages\pip\_internal\utils\urls.py",".py","1601","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\virtualenv.py",".venv\Lib\site-packages\pip\_internal\utils\virtualenv.py",".py","3455","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\wheel.py",".venv\Lib\site-packages\pip\_internal\utils\wheel.py",".py","4468","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\__init__.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\utils\__pycache__\__init__.cpython-313.pyc",".pyc","192","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\_jaraco_text.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\utils\__pycache__\_jaraco_text.cpython-313.pyc",".pyc","4438","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\_log.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\utils\__pycache__\_log.cpython-313.pyc",".pyc","1911","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\appdirs.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\utils\__pycache__\appdirs.cpython-313.pyc",".pyc","2465","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\compat.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\utils\__pycache__\compat.cpython-313.pyc",".pyc","3047","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\compatibility_tags.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\utils\__pycache__\compatibility_tags.cpython-313.pyc",".pyc","6694","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\datetime.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\utils\__pycache__\datetime.cpython-313.pyc",".pyc","672","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\deprecation.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\utils\__pycache__\deprecation.cpython-313.pyc",".pyc","4261","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\direct_url_helpers.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\utils\__pycache__\direct_url_helpers.cpython-313.pyc",".pyc","3634","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\egg_link.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\utils\__pycache__\egg_link.cpython-313.pyc",".pyc","3150","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\entrypoints.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\utils\__pycache__\entrypoints.cpython-313.pyc",".pyc","4142","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\filesystem.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\utils\__pycache__\filesystem.cpython-313.pyc",".pyc","7319","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\filetypes.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\utils\__pycache__\filetypes.cpython-313.pyc",".pyc","1132","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\glibc.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\utils\__pycache__\glibc.cpython-313.pyc",".pyc","2378","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\hashes.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\utils\__pycache__\hashes.cpython-313.pyc",".pyc","7558","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\logging.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\utils\__pycache__\logging.cpython-313.pyc",".pyc","14184","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\misc.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\utils\__pycache__\misc.cpython-313.pyc",".pyc","32947","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\packaging.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\utils\__pycache__\packaging.cpython-313.pyc",".pyc","1843","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\retry.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\utils\__pycache__\retry.cpython-313.pyc",".pyc","1981","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\setuptools_build.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\utils\__pycache__\setuptools_build.cpython-313.pyc",".pyc","4715","13.09.2025 16:17:18"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\subprocess.cpython-313.pyc",".venv\Lib\site-packages\pip\_internal\utils\__pycache__\subprocess.cpython-313.pyc",".pyc","8737","13.09.2025 16:17:18"
